MinTemp,MaxTemp,WindGustDir,WindGustSpeed,Humidity,Pressure,Temp,CloudCover,Evaporation,Sunshine,WindSpeed_9am,WindSpeed_3pm,Humidity_9am,Humidity_3pm,Pressure_9am,Pressure_3pm,RainToday
-3.8,33.7,ENE,85.0,57.6,980.6,10.7,43.5,12.7,11.3,16.2,22.8,59.2,58.6,1003.6,1029.0,Yes
1.4,30.2,N,52.4,52.4,1025.3,9.9,87.7,10.9,3.8,5.0,7.1,81.1,69.5,999.2,1023.9,No
8.4,46.1,E,72.6,51.9,996.3,20.2,43.2,6.9,12.6,5.8,4.9,25.5,25.5,1029.5,1010.6,No
-2.6,26.8,NNE,86.4,35.4,991.0,14.4,67.0,9.3,12.2,1.3,1.3,42.5,12.5,982.6,1015.0,Yes
15.5,49.8,SW,59.1,57.1,983.1,23.3,91.4,4.4,13.9,10.6,43.5,23.1,51.2,1014.6,1012.5,Yes
18.2,24.3,NNE,10.2,23.1,1028.4,11.1,11.6,10.9,13.7,39.2,49.6,29.3,49.7,990.1,987.1,No
9.6,40.1,N,58.7,49.9,987.7,17.1,87.7,4.0,5.3,12.1,7.6,93.1,90.3,997.2,1014.5,Yes
17.5,40.9,NE,65.6,79.0,1004.2,32.4,57.5,6.5,2.1,43.4,22.8,34.3,37.2,1003.9,1008.3,Yes
17.2,42.4,SE,70.9,51.8,983.5,27.6,56.8,11.0,9.4,32.1,0.0,54.4,57.5,1023.1,1027.4,Yes
-3.3,36.1,S,86.7,73.0,992.3,17.2,3.0,14.5,2.6,12.6,21.8,60.4,71.5,980.1,1021.6,No
10.7,25.4,S,84.0,17.5,983.2,18.1,97.6,10.1,3.5,34.9,12.0,32.2,11.3,1003.8,1019.3,Yes
23.0,36.3,WNW,11.3,87.4,1014.5,25.0,64.6,2.4,8.4,36.5,30.6,79.5,46.5,1006.3,1009.8,Yes
0.4,47.5,E,51.9,95.2,1018.0,17.8,80.1,8.4,4.9,14.8,23.6,76.7,86.8,993.9,1027.8,Yes
15.0,39.1,W,32.8,66.6,984.3,9.0,11.8,8.6,0.8,18.4,2.6,33.4,54.0,997.7,1001.0,No
10.8,21.9,SW,81.5,92.0,986.7,23.3,43.0,12.3,13.2,7.7,41.7,67.5,71.3,1002.9,1018.4,Yes
24.9,43.7,ESE,41.1,83.2,1023.7,20.2,23.8,0.6,0.2,47.2,27.0,48.3,23.2,1019.0,981.0,No
20.0,28.6,SE,79.9,84.8,1017.8,9.2,43.1,0.9,6.3,11.3,25.1,22.8,97.9,1008.8,1029.8,No
-3.8,27.6,N,49.0,88.9,1000.2,8.5,72.8,3.3,3.1,24.4,42.9,93.2,50.0,1013.9,990.3,Yes
14.0,25.5,ENE,27.4,30.8,1021.3,7.0,17.7,0.8,11.1,0.7,16.3,21.7,93.8,987.9,1007.5,No
-4.9,33.7,NNE,50.5,57.9,1023.5,28.6,27.5,1.4,3.0,15.2,18.8,70.8,78.0,988.0,1017.4,No
-2.2,47.3,ENE,66.0,36.5,999.8,28.0,38.9,13.3,6.4,3.9,41.9,96.7,20.4,996.6,1016.8,No
5.2,19.5,N,17.0,82.7,1022.3,9.6,92.2,6.1,5.6,18.5,47.3,52.0,48.3,986.1,1010.5,Yes
19.7,32.2,NE,67.2,80.0,1002.0,10.3,26.6,6.8,1.0,24.2,23.3,67.7,50.5,1027.2,1015.6,No
0.9,23.5,WNW,76.7,98.5,1009.5,30.2,14.3,7.2,8.6,2.2,20.3,18.2,74.3,990.4,994.4,No
23.4,31.5,ESE,55.7,19.3,990.1,16.4,89.4,12.9,7.0,31.9,36.1,51.9,16.9,1008.9,1002.3,Yes
6.7,44.8,NE,38.9,66.1,1010.9,25.9,24.0,3.2,0.8,1.2,48.7,32.2,52.6,1026.0,991.2,No
12.0,22.0,ENE,91.7,92.5,981.1,14.2,59.8,6.9,10.2,48.3,11.4,19.5,95.0,1001.8,1003.4,Yes
22.8,29.9,SSW,19.9,27.1,986.6,22.5,10.1,0.1,13.3,24.6,35.1,77.2,36.0,1008.5,1021.9,No
19.1,46.7,NW,98.9,46.1,982.4,29.8,59.2,9.2,8.0,4.8,48.6,53.6,11.4,1021.7,986.0,Yes
-3.9,40.6,WSW,72.0,35.8,997.3,20.6,65.8,8.4,2.7,20.8,7.3,55.9,98.6,996.4,980.3,No
22.3,36.7,E,51.3,75.2,994.3,29.3,29.6,11.5,3.7,38.8,32.7,67.4,46.4,994.9,988.4,Yes
6.1,31.0,NNE,16.5,27.5,1025.2,27.0,90.0,7.5,5.2,2.7,23.1,95.4,29.9,1002.4,1024.3,No
20.8,28.5,WNW,96.1,83.1,1025.5,27.6,63.7,11.3,0.8,40.6,46.8,48.7,88.5,994.8,988.5,No
13.6,32.3,WSW,84.9,98.4,1003.2,9.5,33.4,13.2,1.5,45.2,45.0,84.6,61.1,999.7,1003.2,Yes
24.3,45.2,SE,40.5,87.3,1018.8,9.8,6.9,14.6,3.7,19.8,31.6,96.1,86.2,980.2,1021.5,No
16.0,34.0,NE,56.9,16.4,1024.0,28.8,29.2,3.7,0.6,48.9,38.6,83.5,60.4,1000.6,993.3,No
18.4,24.2,WNW,97.2,83.7,1016.3,32.9,21.3,1.7,9.9,48.7,49.3,83.4,87.6,994.6,1000.4,No
24.3,36.9,WSW,56.1,62.8,997.4,26.6,30.4,10.2,12.2,39.1,9.7,88.6,55.7,1024.3,991.1,No
15.7,27.4,ESE,74.4,78.3,1015.3,13.5,3.9,4.7,2.1,21.0,41.9,96.4,79.8,1007.9,1028.2,No
2.3,32.4,NNE,37.2,80.6,1017.5,10.2,54.2,8.5,3.1,25.1,14.0,65.7,75.6,995.3,1004.9,No
7.3,37.8,E,13.4,32.4,1026.0,23.1,6.8,11.8,8.9,38.2,27.6,33.0,18.0,1004.0,1000.9,No
17.0,31.3,N,71.0,75.2,980.2,29.6,17.8,11.3,5.9,26.4,47.9,81.9,40.6,996.2,1012.6,Yes
12.2,19.4,S,10.3,34.4,1003.8,30.4,43.2,7.8,12.1,39.3,13.6,14.7,50.7,1011.8,987.9,No
-2.7,24.7,E,35.4,23.8,1003.5,17.3,52.5,5.8,6.6,41.5,7.1,46.2,22.1,1002.4,1026.0,No
8.6,46.2,ENE,49.5,36.2,1019.2,16.9,0.5,8.6,4.9,34.2,46.8,56.6,31.3,1022.1,988.8,No
5.5,47.3,SSW,43.7,75.0,1019.3,12.8,19.5,13.4,12.1,2.7,16.2,67.2,40.3,983.8,994.5,No
16.9,52.8,SW,86.6,34.7,991.2,25.0,58.3,10.2,9.3,38.0,29.1,24.7,63.3,1007.3,995.5,No
21.2,29.9,ENE,21.7,13.7,1027.5,9.1,66.0,7.5,6.0,25.2,17.3,29.6,23.8,992.2,1006.2,No
23.7,47.2,ENE,15.8,98.1,996.0,9.6,14.9,6.8,10.0,33.5,4.8,41.4,63.4,1022.3,1026.9,Yes
8.0,33.3,SSE,80.7,99.8,1023.5,27.1,40.3,10.6,12.6,23.0,5.4,54.4,35.4,1008.0,982.6,No
16.6,31.9,NNE,10.3,44.6,989.2,23.2,40.9,2.0,3.2,14.7,21.0,27.0,45.0,1025.0,1004.2,No
18.9,26.9,SSW,30.5,93.0,1011.2,23.9,78.1,11.4,11.3,28.6,24.5,11.0,34.9,1003.6,1013.8,Yes
20.5,23.7,SE,81.6,38.8,1006.4,6.1,92.6,11.5,7.1,1.3,15.4,62.3,42.2,980.8,1008.1,Yes
15.6,44.2,SE,66.8,55.6,983.7,34.6,69.5,5.3,11.7,28.0,37.9,28.7,32.5,991.8,992.9,Yes
1.6,22.1,NNE,21.1,67.0,1026.8,21.1,60.7,13.0,5.9,23.3,4.3,20.8,99.3,1016.2,987.5,No
11.9,30.6,SSW,69.5,42.4,1014.7,13.8,0.7,7.3,7.0,16.3,35.1,39.5,63.9,1029.6,1017.7,No
22.5,25.3,NE,17.6,37.2,1000.7,33.2,30.7,6.1,8.7,41.0,7.4,42.0,44.2,997.5,982.9,No
8.2,21.0,SW,91.2,34.9,1023.5,25.2,3.8,14.7,10.5,2.2,7.9,43.6,82.3,987.5,1003.6,No
-0.2,17.2,NNW,61.8,68.8,980.3,11.4,84.0,10.4,0.0,12.8,12.7,58.3,33.6,1002.5,990.9,Yes
6.4,40.3,NNE,50.9,48.4,998.3,7.5,45.3,12.6,10.8,9.9,26.7,30.0,52.5,993.3,1006.2,No
12.8,36.5,N,71.9,97.6,1019.9,7.1,12.1,11.5,5.9,33.0,8.7,37.9,31.7,1012.4,990.7,No
12.0,41.8,NW,68.1,93.1,987.1,26.6,45.5,10.4,11.0,13.0,0.7,10.4,89.6,986.5,1018.2,Yes
19.9,31.8,SSE,39.1,58.3,1007.6,10.1,88.4,2.2,2.8,11.6,21.2,98.4,52.9,1005.2,1000.7,Yes
5.4,26.7,E,99.5,45.9,1010.6,11.0,75.6,5.8,4.1,15.5,15.8,98.6,16.9,1008.0,992.8,No
23.2,42.7,ENE,19.6,10.2,1015.8,16.0,5.2,4.8,7.9,34.1,15.5,22.6,42.5,987.7,983.1,No
22.9,33.3,SSE,59.9,71.9,1005.9,12.8,7.7,8.4,0.9,6.5,11.3,75.6,62.0,1012.4,984.8,No
20.7,26.2,SW,76.3,65.3,989.9,34.9,50.3,10.3,4.2,42.2,44.2,73.7,95.7,1010.8,983.3,Yes
5.7,49.0,SSE,16.3,69.7,982.8,17.7,88.5,6.3,9.8,39.3,11.1,95.2,93.0,1021.1,1008.8,Yes
9.9,14.5,SSE,66.2,32.0,1028.3,22.1,45.4,11.9,13.7,15.6,11.4,61.2,83.8,1012.3,1022.6,No
15.4,42.4,SSW,68.3,95.9,1025.1,16.8,96.5,13.0,1.5,19.2,37.3,61.7,15.1,1021.9,1014.4,Yes
4.0,39.9,SSE,38.0,55.3,992.6,13.6,37.8,3.5,2.1,29.2,0.6,37.2,13.9,994.8,981.4,No
18.8,25.6,W,34.7,89.7,992.4,26.4,26.7,8.9,7.2,32.9,36.6,26.0,46.6,988.0,982.5,Yes
5.1,32.6,SW,69.5,45.2,989.5,13.8,8.1,10.1,1.9,1.2,24.7,58.7,85.7,982.1,1029.6,No
-1.0,41.1,WSW,20.9,53.4,1027.5,26.5,87.5,15.0,9.2,28.8,23.0,97.7,54.3,1010.9,1003.0,No
2.9,31.2,SE,54.9,99.6,1000.1,32.8,50.5,10.5,2.9,30.9,38.4,68.9,98.0,1011.7,993.3,Yes
18.4,48.9,SSE,43.2,40.5,999.3,31.4,68.3,1.1,3.4,3.0,4.5,68.7,26.8,1027.7,1005.4,No
20.4,38.5,ENE,23.3,29.2,984.1,14.9,46.6,5.4,11.1,3.3,16.7,34.4,27.3,1018.0,1027.2,No
22.0,45.6,WNW,40.8,78.7,1021.0,31.3,93.7,5.0,10.8,48.1,13.7,64.5,94.5,991.3,1015.3,Yes
-3.4,39.7,SE,78.8,99.4,1005.3,6.8,47.9,9.6,13.1,37.6,7.9,33.9,39.8,988.8,987.6,Yes
23.0,25.7,NNE,77.5,84.4,1010.9,9.5,24.8,4.9,14.0,9.3,37.7,95.4,22.8,989.6,981.7,No
4.3,22.3,NNW,60.4,18.8,991.8,20.3,62.3,9.4,12.2,6.8,16.5,92.3,17.8,1020.9,1026.5,No
-0.2,36.5,SSE,83.1,62.7,1000.1,10.4,68.1,1.2,0.2,3.3,26.9,82.2,38.2,1022.6,1022.2,Yes
2.4,24.8,NE,98.0,50.0,1029.6,18.9,14.5,8.0,11.6,19.8,20.2,25.7,82.1,1022.5,989.2,No
21.1,30.1,NE,21.6,68.8,1005.5,29.1,12.9,1.1,10.5,31.3,49.0,50.8,35.8,991.3,1017.1,No
2.8,21.6,ESE,28.3,25.7,1029.8,31.7,98.9,12.1,2.1,24.1,26.7,23.1,78.4,1025.6,1024.6,No
23.4,29.6,ENE,41.4,28.8,1012.4,28.6,12.3,13.4,1.9,17.7,41.8,24.7,88.6,999.3,990.0,No
11.3,28.7,S,78.1,63.9,1007.9,17.3,8.3,5.1,10.1,15.5,24.7,59.2,74.3,998.2,1006.8,No
5.5,31.1,WSW,56.4,47.0,1023.3,23.8,13.8,9.5,1.3,33.3,37.0,27.3,98.0,981.0,1029.1,No
13.6,46.3,NNW,52.2,29.5,987.3,32.2,59.1,5.6,3.5,40.1,29.4,36.0,69.1,1016.3,984.6,Yes
12.9,35.4,NNW,30.6,59.7,984.0,20.6,67.7,6.1,4.5,16.6,42.0,81.1,12.9,1014.9,999.9,Yes
-3.4,44.1,W,18.5,43.6,1009.6,28.2,66.9,5.3,6.7,37.2,4.5,92.1,14.4,1028.5,1014.8,No
-0.6,29.1,WNW,100.0,89.6,983.4,27.7,89.7,4.2,4.2,31.5,22.7,97.8,55.2,1008.5,1008.6,Yes
-2.7,29.4,WNW,59.8,81.9,1000.6,33.3,86.1,9.2,12.6,31.5,36.6,66.1,65.6,995.3,992.4,Yes
21.4,39.6,SW,44.2,93.7,1014.6,33.6,52.8,14.6,2.6,36.7,42.2,55.1,33.3,1012.6,996.1,Yes
11.3,48.9,NNE,98.0,93.6,1011.9,34.6,52.6,9.2,2.4,31.5,19.3,30.2,61.5,991.7,989.3,Yes
3.0,28.9,W,58.5,47.6,983.6,33.6,69.1,6.8,4.0,38.7,12.1,48.4,42.2,992.5,994.8,Yes
21.0,46.3,NNE,39.0,24.5,1027.1,26.0,67.6,10.7,10.7,37.8,29.1,92.1,31.8,1004.8,983.8,No
17.0,38.3,WNW,36.1,90.6,985.7,13.0,33.1,12.3,3.3,8.7,7.7,25.9,96.6,987.5,998.5,Yes
6.9,31.7,NE,87.5,90.3,1013.4,21.3,98.0,1.2,10.3,8.9,32.8,99.7,72.1,992.4,1021.7,Yes
17.5,46.0,NE,52.8,50.8,1016.4,29.4,85.1,7.6,4.0,15.3,17.8,59.6,68.4,1012.3,985.9,No
12.7,43.9,SW,22.7,84.2,990.1,28.9,98.7,3.8,1.3,7.0,38.1,24.1,96.3,1004.1,1000.2,Yes
17.9,37.9,SE,46.8,74.0,1029.4,21.3,29.3,4.3,9.1,17.5,43.5,67.4,62.1,1008.9,1027.9,No
17.5,40.7,SSW,86.5,85.3,982.4,9.5,66.4,10.5,8.4,30.1,25.0,72.4,37.3,983.2,1025.5,Yes
18.6,46.0,ENE,66.1,98.5,996.6,33.2,9.3,9.3,7.2,42.6,5.5,28.2,98.8,1009.5,987.6,Yes
2.6,37.2,ENE,90.4,30.8,997.0,7.1,26.0,5.3,9.7,44.4,1.7,92.6,73.9,1006.3,997.1,No
20.7,37.1,SE,85.9,62.0,986.4,26.6,13.5,5.7,12.4,28.1,36.0,17.1,48.3,1009.5,991.6,No
15.9,19.7,NW,91.3,91.3,1018.5,19.3,52.7,8.8,3.2,30.7,22.1,67.6,20.3,1009.6,1028.9,No
21.9,30.1,SE,64.9,22.3,981.3,10.8,7.9,10.3,12.3,15.6,19.5,31.6,95.0,982.7,997.4,No
5.0,16.5,SW,72.2,32.7,1007.8,30.4,8.4,10.5,6.6,26.0,28.4,43.7,63.8,1019.4,983.2,No
8.7,21.2,SW,59.6,31.2,1002.5,10.5,2.9,7.4,2.9,29.6,26.5,40.7,98.3,995.3,1023.3,No
-3.1,24.3,WSW,52.3,98.9,981.4,13.1,21.3,12.4,1.0,40.3,4.7,41.8,40.8,995.1,981.1,Yes
22.2,24.5,N,50.7,29.5,1011.7,8.2,19.8,4.0,10.0,47.0,16.7,99.5,98.2,1027.3,1010.2,No
8.7,15.7,NW,93.8,11.7,1018.7,19.6,56.6,7.5,6.1,19.6,4.5,56.0,89.0,992.7,993.8,No
2.4,47.9,WSW,29.5,35.1,990.7,28.2,39.0,11.1,5.1,35.6,17.2,63.4,57.6,1004.9,1020.9,No
7.8,48.2,E,51.9,84.0,1007.9,29.6,34.0,5.4,0.6,32.2,6.6,84.0,47.8,992.7,989.6,No
19.9,26.1,W,63.0,26.7,992.5,28.8,43.1,4.6,0.9,49.4,29.6,37.6,88.8,985.8,994.7,No
-3.6,39.3,ENE,35.3,17.4,1007.2,23.8,8.7,0.6,0.9,40.3,11.3,64.8,82.4,1017.6,1014.3,No
15.6,48.5,N,95.2,88.3,1023.0,17.1,61.8,7.4,0.7,38.2,13.1,30.1,63.1,984.9,991.9,No
8.9,37.5,NW,56.9,57.2,1004.2,32.3,64.9,3.7,11.7,34.7,38.7,18.4,46.5,1015.1,1014.2,Yes
16.3,29.8,SSE,84.7,65.7,1019.0,13.7,34.8,8.9,9.5,19.8,37.2,90.7,13.0,1009.8,1023.1,No
10.4,49.6,NNE,26.0,35.9,998.9,21.0,86.9,3.0,7.4,44.5,4.8,61.7,99.9,1017.9,981.3,Yes
21.3,26.5,ENE,21.9,59.0,986.8,11.8,59.9,1.4,3.7,9.0,36.0,21.7,77.4,984.3,998.8,Yes
19.0,36.6,NNW,87.5,58.1,1015.3,31.3,82.0,7.3,7.4,16.9,8.0,43.1,99.6,1008.1,1010.2,No
2.0,23.7,WNW,90.2,71.1,1016.7,33.7,93.3,5.8,13.5,6.0,14.6,13.2,30.4,993.1,980.7,Yes
18.8,43.7,WNW,51.2,22.5,1010.7,16.4,64.0,0.1,12.3,39.8,13.1,96.9,65.5,1029.8,1011.0,No
-1.6,49.8,NNE,45.4,55.2,981.1,12.8,71.5,1.9,12.4,30.0,40.9,33.6,99.0,983.4,983.4,Yes
6.1,33.8,W,79.2,64.0,1026.3,8.8,77.6,12.9,0.9,34.5,30.9,78.3,36.0,987.7,996.1,No
6.8,31.9,NNE,49.1,58.9,1019.3,9.0,17.3,8.6,1.1,45.8,36.6,34.1,50.9,993.7,997.0,No
23.2,38.7,SSE,49.4,28.0,1011.6,26.9,71.6,6.8,8.8,47.1,34.8,63.7,51.6,1029.2,1010.7,No
21.9,35.9,S,34.7,16.9,1008.5,10.8,97.4,11.4,1.7,43.3,21.8,17.1,88.4,991.6,1020.4,No
23.0,32.3,W,50.3,65.1,1018.4,33.4,61.5,8.0,2.4,16.6,14.6,93.7,66.6,1026.3,1008.2,No
1.4,36.8,NNW,61.4,96.9,1012.0,10.2,36.1,7.6,4.3,1.2,27.2,69.8,75.9,1013.7,1023.6,No
7.3,14.4,SW,57.2,12.6,1021.1,27.0,21.9,13.1,9.0,40.1,1.1,25.4,68.8,986.7,980.6,No
21.9,49.0,NNW,27.0,88.3,1025.3,26.1,45.0,0.4,13.6,20.0,0.6,57.1,21.1,994.4,997.2,No
16.6,21.0,NNW,61.0,19.1,1026.1,5.4,44.0,10.0,13.0,5.9,29.1,37.9,14.3,1027.3,990.0,No
6.8,28.0,NE,37.6,98.4,1016.8,7.1,68.9,1.5,0.1,21.1,44.3,58.5,22.1,1007.4,1009.2,Yes
15.9,49.8,ESE,71.2,27.3,985.7,10.0,41.8,7.2,8.5,23.2,45.0,89.8,16.4,1020.8,1016.2,No
9.8,40.8,NNW,54.4,69.1,1014.9,17.3,91.9,14.8,0.7,10.5,21.8,86.7,76.4,1020.0,1020.9,Yes
8.9,45.5,WSW,41.8,23.8,1002.9,17.0,41.0,7.5,10.3,22.4,31.9,89.4,26.7,1003.1,999.8,No
-3.7,33.0,ENE,21.7,46.9,1016.8,28.3,1.8,11.6,0.6,12.0,49.8,85.2,53.1,1027.8,991.1,No
-3.6,45.8,SW,21.2,32.5,1029.8,23.9,99.4,10.3,9.5,31.6,39.0,80.8,76.7,998.5,994.3,No
12.8,51.4,S,68.9,53.3,1009.2,30.5,90.7,5.4,4.4,47.8,42.8,73.8,28.8,1029.9,994.5,Yes
-1.7,24.3,ENE,80.7,90.5,1018.3,25.3,89.8,10.7,8.4,18.9,48.8,33.4,38.2,999.9,1007.5,Yes
9.2,38.0,W,81.2,53.0,1025.9,9.4,67.7,3.4,9.0,12.2,7.8,10.8,53.7,994.7,983.5,No
0.4,44.7,W,24.3,41.4,988.3,28.2,98.9,7.1,5.3,48.8,8.0,33.6,15.9,1006.5,1022.2,Yes
11.8,41.9,ENE,28.4,47.7,986.9,15.5,41.9,2.2,11.8,36.3,45.3,18.7,83.4,988.0,1020.8,Yes
3.5,23.3,ENE,58.8,79.2,1018.6,20.6,99.6,1.3,1.4,25.0,36.6,34.7,39.4,999.6,999.9,Yes
-2.5,36.6,S,62.0,80.7,993.8,34.2,37.1,9.7,5.6,36.7,43.0,73.5,29.2,1021.4,993.0,Yes
20.1,31.7,NNE,27.3,18.6,1006.0,8.3,44.6,10.7,6.7,20.6,17.9,32.7,92.4,988.3,1024.0,No
20.0,25.7,NNW,31.4,57.8,1009.7,30.2,97.6,13.4,10.6,23.2,34.8,93.7,97.4,1016.5,1018.7,Yes
2.6,35.6,SW,74.0,64.1,995.2,30.5,71.8,6.0,11.0,33.5,6.4,78.6,98.2,1008.5,993.9,Yes
11.3,42.2,SE,11.7,25.3,1005.6,6.3,45.7,3.3,8.8,19.4,29.8,54.7,65.1,995.1,1024.4,No
12.1,48.9,SW,48.9,17.2,1007.0,28.6,12.4,10.6,9.6,23.4,0.9,38.1,27.6,996.2,1025.4,No
15.6,25.8,S,49.3,41.7,982.5,26.9,65.1,6.8,8.7,2.0,35.6,62.9,30.5,1005.7,993.8,Yes
-3.8,47.2,NNE,59.8,96.5,1023.9,10.3,93.7,13.3,7.0,20.3,39.8,40.4,71.3,1029.7,980.3,Yes
15.4,47.6,SW,35.7,72.8,1004.4,23.0,7.5,2.2,12.2,22.6,48.6,17.0,36.6,994.5,1006.3,No
6.3,49.4,SE,90.3,55.1,992.1,22.3,14.5,7.7,8.4,49.1,16.0,88.3,21.1,989.7,989.5,No
19.0,29.8,WSW,58.4,18.5,994.2,32.2,45.5,5.0,7.7,46.2,8.7,76.7,16.4,1010.9,1028.3,No
11.6,15.4,NW,79.6,74.2,1023.7,25.0,68.7,10.4,9.1,1.2,12.3,88.6,81.4,981.2,1019.5,No
24.0,33.3,N,65.1,12.1,1022.9,17.2,70.2,9.1,9.4,6.9,22.2,37.5,22.9,986.5,984.6,No
1.9,36.0,SSE,57.9,77.0,1006.4,22.7,50.1,14.6,9.9,32.5,48.8,68.0,77.2,1029.0,1003.2,Yes
20.4,39.3,W,63.1,37.4,1013.3,6.8,0.4,14.6,13.8,1.8,37.4,57.8,21.2,1001.0,1015.0,No
16.8,42.3,NNE,16.1,10.9,1020.7,20.7,74.0,8.1,5.5,40.4,34.0,79.2,22.6,1014.8,1005.2,No
3.6,32.2,SW,27.7,61.3,1003.1,7.7,39.0,8.0,6.5,40.1,23.5,28.7,11.0,1001.4,994.4,No
12.6,37.4,SW,94.1,65.7,1007.7,31.0,79.7,9.1,3.1,3.5,33.7,38.9,40.3,1004.0,1012.3,Yes
1.3,52.6,SSW,39.1,72.8,1024.0,28.1,34.7,6.0,0.9,46.4,32.1,36.5,78.8,1007.0,1011.1,No
-4.7,48.5,NE,45.4,68.4,986.5,28.1,85.7,5.2,2.5,14.0,32.3,99.7,20.1,990.3,1027.0,Yes
17.9,21.7,NW,52.7,13.5,1000.1,23.1,15.2,6.8,6.9,4.3,32.3,47.4,59.8,987.2,1025.7,No
24.9,32.8,SE,16.1,96.4,1010.6,34.3,24.9,13.0,8.4,6.1,12.5,23.5,55.9,1022.4,988.3,No
-4.8,32.2,SE,38.5,86.4,991.2,31.5,49.2,11.7,4.5,7.1,12.8,11.0,48.2,1003.8,996.8,Yes
3.2,28.1,N,11.2,23.2,1017.6,19.7,78.5,10.7,2.0,21.7,47.7,64.5,20.9,991.2,1023.8,No
20.1,26.3,ENE,39.6,88.3,995.1,26.1,94.2,11.6,4.6,49.3,15.5,45.0,95.8,982.3,1002.7,Yes
3.9,23.7,W,44.1,72.4,1019.4,29.8,66.1,3.2,0.8,33.0,4.0,95.4,53.6,1027.7,982.2,No
5.7,27.2,NW,16.6,28.0,1023.3,7.6,42.0,3.2,3.6,20.6,47.2,26.1,97.6,1011.1,1029.9,No
-2.6,39.4,SSE,21.0,71.7,995.7,29.1,79.4,0.7,1.4,21.2,16.5,92.4,32.1,1020.3,1024.1,Yes
3.2,29.0,E,23.3,59.9,1027.5,22.8,56.1,11.2,7.1,30.6,47.7,91.5,83.3,1019.8,991.7,No
11.3,19.4,ENE,21.4,54.0,1026.2,14.3,51.7,10.5,13.7,31.3,5.6,62.8,68.1,1014.9,997.0,No
23.5,36.9,ESE,69.0,89.1,1006.4,15.9,30.5,1.3,4.3,16.7,10.2,93.4,18.6,985.4,988.0,No
11.4,50.4,NNW,20.7,55.9,1014.8,22.1,4.6,4.5,12.3,39.0,40.8,77.3,25.7,1020.7,988.3,No
10.9,24.6,SSE,14.9,89.2,1020.6,31.1,69.1,13.0,0.3,10.7,13.8,15.5,32.8,995.6,1000.6,Yes
-4.7,36.3,SSE,72.3,11.4,1001.1,13.9,97.1,4.5,4.6,21.9,33.0,21.7,64.4,1023.6,1010.8,No
-1.4,40.3,SW,43.5,60.6,1028.9,25.8,79.8,5.6,0.0,27.0,21.7,96.4,74.1,1028.1,1017.8,No
5.6,42.0,WSW,25.2,71.4,1020.8,33.5,5.0,4.4,4.2,14.5,22.5,73.4,50.1,998.7,980.4,No
4.1,29.7,SE,94.4,98.5,1004.8,23.5,9.5,10.8,12.9,42.6,9.9,25.1,20.8,1013.9,1025.2,No
2.4,31.1,NW,74.5,76.6,1018.1,22.9,79.3,12.6,4.1,0.2,49.4,69.0,31.3,985.1,993.9,Yes
20.3,23.2,SW,43.3,59.5,1008.4,31.7,39.8,9.4,6.2,33.9,40.9,76.1,54.0,1024.2,1020.0,No
5.0,34.4,NW,95.9,39.7,996.3,28.9,20.3,0.6,0.8,46.0,20.5,83.1,47.7,1015.3,1022.4,No
13.0,50.2,SSE,27.4,25.2,1015.2,32.3,87.1,9.2,11.6,1.5,20.9,21.2,89.8,1029.3,1017.2,No
0.1,21.7,SW,84.2,20.0,996.5,15.5,4.0,4.1,2.2,14.2,33.0,54.3,93.1,990.9,1021.4,No
7.4,44.3,NNE,87.1,60.6,1029.6,23.1,5.4,10.7,8.4,16.3,35.7,96.1,45.4,999.7,1001.6,No
15.6,48.1,NE,64.3,85.5,980.9,26.8,86.9,7.1,10.3,29.8,31.3,27.6,38.6,993.7,981.0,Yes
10.0,49.4,NE,10.7,53.6,999.3,27.0,37.5,0.6,3.0,17.0,9.2,24.5,88.0,985.0,1005.3,No
6.5,40.4,NNE,89.8,30.7,992.8,26.8,23.8,8.2,7.0,37.8,16.7,87.9,27.3,1023.5,1000.1,No
20.1,25.2,NE,57.7,16.0,985.9,22.9,33.9,10.1,5.6,8.1,7.2,23.1,34.8,1000.0,995.6,No
-0.3,35.2,W,14.9,47.6,996.3,10.2,18.8,2.7,13.6,16.0,16.0,31.8,76.0,1020.1,1004.9,No
11.8,41.3,NE,55.2,34.0,1018.3,34.8,85.3,13.1,5.5,39.7,46.0,20.5,32.8,1006.1,1003.5,No
4.5,36.9,ESE,75.3,62.6,992.1,33.9,17.1,5.9,2.5,32.1,21.6,12.9,98.7,1026.5,991.5,No
-0.9,24.7,SSW,97.4,49.8,1029.1,5.1,16.2,6.7,6.3,2.0,4.0,69.7,57.7,989.2,1017.1,No
-2.5,26.2,ESE,58.6,98.6,981.4,5.4,17.4,3.2,12.8,10.6,17.3,95.2,61.1,999.1,987.6,Yes
19.0,22.4,SSE,54.2,19.7,984.3,24.4,96.3,10.0,12.3,6.7,42.2,51.6,76.5,991.1,1016.5,Yes
10.4,36.1,NNE,21.2,15.6,999.4,8.4,12.5,3.6,13.0,15.0,42.8,52.5,10.0,990.4,989.7,No
4.8,33.4,SSE,83.3,79.0,983.2,21.9,52.8,5.4,10.5,13.8,14.9,86.6,12.9,983.3,996.3,Yes
-0.9,24.6,SE,83.9,81.9,998.9,5.6,32.3,8.6,6.5,13.3,25.4,14.9,75.2,981.3,995.9,Yes
2.5,33.8,NW,57.2,48.4,992.9,21.5,42.5,13.7,3.2,1.6,11.8,86.1,79.2,995.4,995.2,No
